"Date","Symbol","Contract","Time","Price","Volume"
"20170407","TX","201704","84500","9893","2"
"20170407","TX","201704","84500","9893","2"
"20170407","TX","201704","84500","9893","2"
"20170407","TX","201704","84500","9894","30"
"20170407","TX","201704","84500","9893","2"
"20170407","TX","201704","84500","9895","2"
"20170407","TX","201704","84500","9894","2"
"20170407","TX","201704","84500","9893","2"
"20170407","TX","201704","84500","9893","2"
"20170407","TX","201704","84500","9892","2"
"20170407","TX","201704","84500","9895","2"
"20170407","TX","201704","84500","9897","4"
"20170407","TX","201704","84500","9898","4"
"20170407","TX","201704","84500","9899","2"
"20170407","TX","201704","84500","9897","2"
"20170407","TX","201704","84500","9896","6"
"20170407","TX","201704","84500","9898","2"
"20170407","TX","201704","84500","9897","2"
"20170407","TX","201704","84500","9894","2"
"20170407","TX","201704","84500","9893","2"
"20170407","TX","201704","84500","9893","2"
"20170407","TX","201704","84500","9892","2"
"20170407","TX","201704","84500","9892","2"
"20170407","TX","201704","84500","9895","2"
"20170407","TX","201704","84500","9898","4"
"20170407","TX","201704","84500","9899","4"
"20170407","TX","201704","84500","9901","2"
"20170407","TX","201704","84500","9902","2"
"20170407","TX","201704","84500","9900","2"
"20170407","TX","201704","84500","9898","6"
"20170407","TX","201704","84500","9902","2"
"20170407","TX","201704","84500","9901","2"
"20170407","TX","201704","84500","9902","2"
"20170407","TX","201704","84500","9903","4"
"20170407","TX","201704","84500","9903","2"
"20170407","TX","201704","84500","9900","2"
"20170407","TX","201704","84500","9898","4"
"20170407","TX","201704","84500","9898","8"
"20170407","TX","201704","84500","9901","2"
"20170407","TX","201704","84500","9901","2"
"20170407","TX","201704","84500","9901","2"
"20170407","TX","201704","84500","9901","2"
"20170407","TX","201704","84500","9900","4"
"20170407","TX","201704","84500","9900","4"
"20170407","TX","201704","84500","9900","2"
"20170407","TX","201704","84500","9900","2"
"20170407","TX","201704","84500","9897","2"
"20170407","TX","201704","84500","9897","2"
"20170407","TX","201704","84500","9894","2"
"20170407","TX","201704","84500","9895","2"
"20170407","TX","201704","84500","9894","2"
"20170407","TX","201704","84500","9894","2"
"20170407","TX","201704","84500","9895","2"
"20170407","TX","201704","84500","9898","2"
"20170407","TX","201704","84500","9900","2"
"20170407","TX","201704","84500","9900","2"
"20170407","TX","201704","84500","9900","2"
"20170407","TX","201704","84500","9901","2"
"20170407","TX","201704","84500","9900","2"
"20170407","TX","201704","84500","9898","2"
"20170407","TX","201704","84500","9897","2"
"20170407","TX","201704","84500","9898","2"
"20170407","TX","201704","84500","9898","4"
"20170407","TX","201704","84500","9900","6"
"20170407","TX","201704","84500","9898","6"
"20170407","TX","201704","84500","9898","4"
"20170407","TX","201704","84500","9898","6"
"20170407","TX","201704","84500","9900","2"
"20170407","TX","201704","84501","9900","2"
"20170407","TX","201704","84501","9899","2"
"20170407","TX","201704","84501","9899","2"
"20170407","TX","201704","84501","9899","2"
"20170407","TX","201704","84501","9899","4"
"20170407","TX","201704","84501","9898","2"
"20170407","TX","201704","84501","9898","2"
"20170407","TX","201704","84501","9898","4"
"20170407","TX","201704","84501","9898","2"
"20170407","TX","201704","84501","9898","2"
"20170407","TX","201704","84501","9898","2"
"20170407","TX","201704","84501","9898","2"
"20170407","TX","201704","84501","9897","2"
"20170407","TX","201704","84501","9897","2"
"20170407","TX","201704","84501","9895","2"
"20170407","TX","201704","84501","9894","2"
"20170407","TX","201704","84501","9894","2"
"20170407","TX","201704","84501","9895","2"
"20170407","TX","201704","84501","9898","2"
"20170407","TX","201704","84501","9897","2"
"20170407","TX","201704","84501","9898","2"
"20170407","TX","201704","84501","9899","8"
"20170407","TX","201704","84501","9900","10"
"20170407","TX","201704","84501","9897","2"
"20170407","TX","201704","84501","9897","2"
"20170407","TX","201704","84501","9897","2"
"20170407","TX","201704","84501","9897","2"
"20170407","TX","201704","84501","9899","2"
"20170407","TX","201704","84501","9900","2"
"20170407","TX","201704","84501","9898","2"
"20170407","TX","201704","84501","9897","2"
"20170407","TX","201704","84501","9896","2"
"20170407","TX","201704","84501","9898","2"
"20170407","TX","201704","84501","9898","2"
"20170407","TX","201704","84501","9898","2"
"20170407","TX","201704","84501","9898","2"
"20170407","TX","201704","84501","9898","2"
"20170407","TX","201704","84501","9897","2"
"20170407","TX","201704","84501","9897","2"
"20170407","TX","201704","84501","9897","2"
"20170407","TX","201704","84501","9897","2"
"20170407","TX","201704","84501","9897","2"
"20170407","TX","201704","84501","9897","2"
"20170407","TX","201704","84501","9897","6"
"20170407","TX","201704","84501","9896","6"
"20170407","TX","201704","84501","9896","2"
"20170407","TX","201704","84501","9897","6"
"20170407","TX","201704","84501","9896","2"
"20170407","TX","201704","84501","9897","2"
"20170407","TX","201704","84501","9896","4"
"20170407","TX","201704","84501","9896","4"
"20170407","TX","201704","84501","9897","12"
"20170407","TX","201704","84501","9898","4"
"20170407","TX","201704","84501","9898","4"
"20170407","TX","201704","84501","9896","10"
"20170407","TX","201704","84501","9895","10"
"20170407","TX","201704","84501","9895","16"
"20170407","TX","201704","84501","9894","4"
"20170407","TX","201704","84501","9894","6"
"20170407","TX","201704","84501","9894","2"
"20170407","TX","201704","84501","9893","2"
"20170407","TX","201704","84501","9893","2"
"20170407","TX","201704","84501","9893","6"
"20170407","TX","201704","84501","9893","2"
"20170407","TX","201704","84501","9893","2"
"20170407","TX","201704","84501","9893","2"
"20170407","TX","201704","84501","9892","2"
"20170407","TX","201704","84501","9895","2"
"20170407","TX","201704","84501","9896","4"
"20170407","TX","201704","84501","9895","2"
"20170407","TX","201704","84501","9894","2"
"20170407","TX","201704","84501","9894","4"
"20170407","TX","201704","84501","9894","2"
"20170407","TX","201704","84501","9894","2"
"20170407","TX","201704","84501","9894","2"
"20170407","TX","201704","84501","9894","2"
"20170407","TX","201704","84502","9895","2"
"20170407","TX","201704","84502","9893","2"
"20170407","TX","201704","84502","9893","2"
"20170407","TX","201704","84502","9892","4"
"20170407","TX","201704","84502","9892","2"
"20170407","TX","201704","84502","9894","2"
"20170407","TX","201704","84502","9894","2"
"20170407","TX","201704","84502","9894","2"
"20170407","TX","201704","84502","9894","2"
"20170407","TX","201704","84502","9893","2"
"20170407","TX","201704","84502","9895","20"
"20170407","TX","201704","84502","9895","4"
"20170407","TX","201704","84502","9897","2"
"20170407","TX","201704","84502","9895","4"
"20170407","TX","201704","84502","9895","2"
"20170407","TX","201704","84502","9895","8"
"20170407","TX","201704","84502","9896","4"
"20170407","TX","201704","84502","9895","4"
"20170407","TX","201704","84502","9896","2"
"20170407","TX","201704","84502","9897","4"
"20170407","TX","201704","84502","9897","2"
"20170407","TX","201704","84502","9896","48"
"20170407","TX","201704","84502","9898","14"
"20170407","TX","201704","84502","9899","6"
"20170407","TX","201704","84502","9899","18"
"20170407","TX","201704","84502","9900","2"
"20170407","TX","201704","84502","9899","8"
"20170407","TX","201704","84502","9898","2"
"20170407","TX","201704","84502","9900","2"
"20170407","TX","201704","84502","9900","4"
"20170407","TX","201704","84502","9901","6"
"20170407","TX","201704","84503","9900","2"
"20170407","TX","201704","84503","9901","4"
"20170407","TX","201704","84503","9901","12"
"20170407","TX","201704","84503","9900","4"
"20170407","TX","201704","84503","9902","4"
"20170407","TX","201704","84503","9902","4"
"20170407","TX","201704","84503","9902","2"
"20170407","TX","201704","84503","9903","4"
"20170407","TX","201704","84503","9903","20"
"20170407","TX","201704","84503","9903","4"
"20170407","TX","201704","84503","9902","2"
"20170407","TX","201704","84503","9903","10"
"20170407","TX","201704","84503","9903","6"
"20170407","TX","201704","84503","9904","2"
"20170407","TX","201704","84503","9904","30"
"20170407","TX","201704","84503","9904","4"
"20170407","TX","201704","84503","9904","4"
"20170407","TX","201704","84503","9903","2"
"20170407","TX","201704","84503","9903","2"
"20170407","TX","201704","84503","9903","2"
"20170407","TX","201704","84503","9904","4"
"20170407","TX","201704","84503","9903","2"
"20170407","TX","201704","84503","9903","2"
"20170407","TX","201704","84503","9903","2"
"20170407","TX","201704","84503","9903","2"
"20170407","TX","201704","84503","9903","2"
"20170407","TX","201704","84503","9904","2"
"20170407","TX","201704","84504","9903","2"
"20170407","TX","201704","84504","9903","6"
"20170407","TX","201704","84504","9903","2"
"20170407","TX","201704","84504","9904","8"
"20170407","TX","201704","84504","9904","4"
"20170407","TX","201704","84504","9903","2"
"20170407","TX","201704","84504","9903","6"
"20170407","TX","201704","84504","9903","14"
"20170407","TX","201704","84504","9903","6"
"20170407","TX","201704","84504","9903","4"
"20170407","TX","201704","84504","9903","10"
"20170407","TX","201704","84504","9903","6"
"20170407","TX","201704","84504","9903","20"
"20170407","TX","201704","84504","9903","2"
"20170407","TX","201704","84504","9903","2"
"20170407","TX","201704","84504","9903","18"
"20170407","TX","201704","84504","9903","2"
"20170407","TX","201704","84504","9903","2"
"20170407","TX","201704","84505","9903","6"
"20170407","TX","201704","84505","9903","2"
"20170407","TX","201704","84505","9903","8"
"20170407","TX","201704","84505","9903","20"
"20170407","TX","201704","84505","9904","48"
"20170407","TX","201704","84505","9903","2"
"20170407","TX","201704","84505","9903","2"
"20170407","TX","201704","84505","9902","2"
"20170407","TX","201704","84505","9903","2"
"20170407","TX","201704","84505","9904","2"
"20170407","TX","201704","84505","9903","6"
"20170407","TX","201704","84505","9903","4"
"20170407","TX","201704","84505","9903","4"
"20170407","TX","201704","84505","9903","2"
"20170407","TX","201704","84505","9903","4"
"20170407","TX","201704","84505","9904","6"
"20170407","TX","201704","84505","9903","2"
"20170407","TX","201704","84505","9903","4"
"20170407","TX","201704","84505","9903","2"
"20170407","TX","201704","84505","9903","2"
"20170407","TX","201704","84505","9903","6"
"20170407","TX","201704","84505","9902","2"
"20170407","TX","201704","84505","9902","2"
"20170407","TX","201704","84505","9902","2"
"20170407","TX","201704","84505","9902","2"
"20170407","TX","201704","84505","9902","2"
"20170407","TX","201704","84505","9904","2"
"20170407","TX","201704","84506","9904","2"
"20170407","TX","201704","84506","9903","2"
"20170407","TX","201704","84506","9904","28"
"20170407","TX","201704","84506","9905","20"
"20170407","TX","201704","84506","9903","2"
"20170407","TX","201704","84506","9903","4"
"20170407","TX","201704","84506","9904","8"
"20170407","TX","201704","84506","9904","2"
"20170407","TX","201704","84506","9904","4"
"20170407","TX","201704","84506","9904","2"
"20170407","TX","201704","84506","9903","2"
"20170407","TX","201704","84506","9903","4"
"20170407","TX","201704","84506","9903","2"
"20170407","TX","201704","84506","9903","2"
"20170407","TX","201704","84506","9903","2"
"20170407","TX","201704","84506","9903","4"
"20170407","TX","201704","84506","9903","4"
"20170407","TX","201704","84506","9903","4"
"20170407","TX","201704","84506","9903","4"
"20170407","TX","201704","84506","9902","4"
"20170407","TX","201704","84506","9902","4"
"20170407","TX","201704","84506","9902","2"
"20170407","TX","201704","84506","9902","2"
"20170407","TX","201704","84507","9903","2"
"20170407","TX","201704","84507","9904","2"
"20170407","TX","201704","84507","9902","4"
"20170407","TX","201704","84507","9902","2"
"20170407","TX","201704","84507","9902","2"
"20170407","TX","201704","84507","9903","2"
"20170407","TX","201704","84507","9904","14"
"20170407","TX","201704","84507","9904","4"
"20170407","TX","201704","84507","9904","12"
"20170407","TX","201704","84507","9903","2"
"20170407","TX","201704","84507","9902","2"
"20170407","TX","201704","84507","9902","2"
"20170407","TX","201704","84507","9902","2"
"20170407","TX","201704","84507","9902","2"
"20170407","TX","201704","84507","9902","2"
"20170407","TX","201704","84507","9903","2"
"20170407","TX","201704","84507","9903","2"
"20170407","TX","201704","84507","9903","8"
"20170407","TX","201704","84507","9903","8"
"20170407","TX","201704","84507","9904","28"
"20170407","TX","201704","84508","9903","2"
"20170407","TX","201704","84508","9903","2"
"20170407","TX","201704","84508","9903","2"
"20170407","TX","201704","84508","9903","2"
"20170407","TX","201704","84508","9902","4"
"20170407","TX","201704","84508","9902","6"
"20170407","TX","201704","84508","9903","2"
"20170407","TX","201704","84508","9902","2"
"20170407","TX","201704","84508","9902","2"
"20170407","TX","201704","84508","9902","6"
"20170407","TX","201704","84508","9902","2"
"20170407","TX","201704","84508","9903","2"
"20170407","TX","201704","84508","9902","6"
"20170407","TX","201704","84508","9902","2"
"20170407","TX","201704","84508","9903","2"
"20170407","TX","201704","84508","9904","2"
"20170407","TX","201704","84508","9904","2"
"20170407","TX","201704","84508","9903","2"
"20170407","TX","201704","84508","9904","4"
"20170407","TX","201704","84508","9903","2"
"20170407","TX","201704","84508","9903","2"
"20170407","TX","201704","84508","9903","4"
"20170407","TX","201704","84509","9904","22"
"20170407","TX","201704","84509","9905","26"
"20170407","TX","201704","84509","9903","2"
"20170407","TX","201704","84509","9903","2"
"20170407","TX","201704","84509","9903","2"
"20170407","TX","201704","84509","9903","4"
"20170407","TX","201704","84509","9903","6"
"20170407","TX","201704","84509","9904","2"
"20170407","TX","201704","84509","9903","4"
"20170407","TX","201704","84509","9903","2"
"20170407","TX","201704","84509","9903","2"
"20170407","TX","201704","84509","9903","2"
"20170407","TX","201704","84509","9903","2"
"20170407","TX","201704","84509","9903","2"
"20170407","TX","201704","84509","9902","2"
"20170407","TX","201704","84509","9904","4"
"20170407","TX","201704","84509","9904","4"
"20170407","TX","201704","84509","9903","6"
"20170407","TX","201704","84509","9903","2"
"20170407","TX","201704","84509","9904","2"
"20170407","TX","201704","84509","9904","2"
"20170407","TX","201704","84509","9904","2"
"20170407","TX","201704","84509","9904","2"
"20170407","TX","201704","84510","9904","2"
"20170407","TX","201704","84510","9903","6"
"20170407","TX","201704","84510","9903","2"
"20170407","TX","201704","84510","9903","8"
"20170407","TX","201704","84510","9903","2"
"20170407","TX","201704","84510","9903","2"
"20170407","TX","201704","84510","9903","2"
"20170407","TX","201704","84510","9903","2"
"20170407","TX","201704","84510","9903","4"
"20170407","TX","201704","84510","9902","2"
"20170407","TX","201704","84510","9902","10"
"20170407","TX","201704","84510","9902","6"
"20170407","TX","201704","84510","9902","2"
"20170407","TX","201704","84510","9902","4"
"20170407","TX","201704","84510","9902","2"
"20170407","TX","201704","84510","9902","6"
"20170407","TX","201704","84510","9904","26"
"20170407","TX","201704","84510","9905","22"
"20170407","TX","201704","84510","9903","2"
"20170407","TX","201704","84510","9902","2"
"20170407","TX","201704","84510","9904","2"
"20170407","TX","201704","84510","9903","2"
"20170407","TX","201704","84510","9902","2"
"20170407","TX","201704","84510","9902","2"
"20170407","TX","201704","84510","9902","6"
"20170407","TX","201704","84510","9904","20"
"20170407","TX","201704","84510","9903","2"
"20170407","TX","201704","84510","9902","2"
"20170407","TX","201704","84510","9902","2"
"20170407","TX","201704","84510","9902","2"
"20170407","TX","201704","84510","9903","2"
"20170407","TX","201704","84510","9903","2"
"20170407","TX","201704","84511","9902","2"
"20170407","TX","201704","84511","9902","6"
"20170407","TX","201704","84511","9902","2"
"20170407","TX","201704","84511","9902","2"
"20170407","TX","201704","84511","9902","6"
"20170407","TX","201704","84511","9903","2"
"20170407","TX","201704","84511","9903","4"
"20170407","TX","201704","84511","9903","2"
"20170407","TX","201704","84511","9902","2"
"20170407","TX","201704","84511","9901","2"
"20170407","TX","201704","84511","9901","2"
"20170407","TX","201704","84511","9901","2"
"20170407","TX","201704","84511","9901","4"
"20170407","TX","201704","84511","9901","2"
"20170407","TX","201704","84511","9901","2"
"20170407","TX","201704","84511","9901","2"
"20170407","TX","201704","84511","9902","6"
"20170407","TX","201704","84511","9901","2"
"20170407","TX","201704","84511","9901","2"
"20170407","TX","201704","84511","9901","2"
"20170407","TX","201704","84511","9901","2"
"20170407","TX","201704","84512","9901","48"
"20170407","TX","201704","84512","9900","2"
"20170407","TX","201704","84512","9901","2"
"20170407","TX","201704","84512","9901","8"
"20170407","TX","201704","84512","9900","8"
"20170407","TX","201704","84512","9900","2"
"20170407","TX","201704","84512","9900","2"
"20170407","TX","201704","84512","9900","2"
"20170407","TX","201704","84512","9901","8"
"20170407","TX","201704","84512","9900","2"
"20170407","TX","201704","84512","9900","2"
"20170407","TX","201704","84512","9900","2"
"20170407","TX","201704","84512","9900","4"
"20170407","TX","201704","84512","9900","2"
"20170407","TX","201704","84512","9900","2"
"20170407","TX","201704","84512","9900","4"
"20170407","TX","201704","84512","9900","8"
"20170407","TX","201704","84512","9900","8"
"20170407","TX","201704","84512","9900","4"
"20170407","TX","201704","84512","9900","10"
"20170407","TX","201704","84512","9899","2"
"20170407","TX","201704","84512","9901","6"
"20170407","TX","201704","84512","9900","2"
"20170407","TX","201704","84512","9901","6"
"20170407","TX","201704","84513","9900","2"
"20170407","TX","201704","84513","9900","2"
"20170407","TX","201704","84513","9899","2"
"20170407","TX","201704","84513","9899","6"
"20170407","TX","201704","84513","9899","8"
"20170407","TX","201704","84513","9899","18"
"20170407","TX","201704","84513","9899","4"
"20170407","TX","201704","84513","9899","2"
"20170407","TX","201704","84513","9899","12"
"20170407","TX","201704","84513","9899","2"
"20170407","TX","201704","84513","9898","2"
"20170407","TX","201704","84513","9899","2"
"20170407","TX","201704","84513","9898","2"
"20170407","TX","201704","84513","9898","2"
"20170407","TX","201704","84513","9897","2"
"20170407","TX","201704","84513","9897","6"
"20170407","TX","201704","84513","9897","4"
"20170407","TX","201704","84513","9897","4"
"20170407","TX","201704","84513","9897","2"
"20170407","TX","201704","84514","9896","4"
"20170407","TX","201704","84514","9897","2"
"20170407","TX","201704","84514","9896","2"
"20170407","TX","201704","84514","9896","2"
"20170407","TX","201704","84514","9896","6"
"20170407","TX","201704","84514","9897","20"
"20170407","TX","201704","84514","9896","2"
"20170407","TX","201704","84514","9896","6"
"20170407","TX","201704","84514","9897","4"
"20170407","TX","201704","84514","9897","2"
"20170407","TX","201704","84514","9897","2"
"20170407","TX","201704","84515","9896","2"
"20170407","TX","201704","84515","9896","2"
"20170407","TX","201704","84515","9897","8"
"20170407","TX","201704","84515","9897","8"
"20170407","TX","201704","84515","9897","50"
"20170407","TX","201704","84515","9897","8"
"20170407","TX","201704","84515","9896","2"
"20170407","TX","201704","84515","9896","2"
"20170407","TX","201704","84515","9896","4"
"20170407","TX","201704","84515","9896","6"
"20170407","TX","201704","84515","9896","4"
"20170407","TX","201704","84515","9896","2"
"20170407","TX","201704","84515","9896","4"
"20170407","TX","201704","84515","9896","2"
"20170407","TX","201704","84515","9897","2"
"20170407","TX","201704","84515","9897","2"
"20170407","TX","201704","84515","9897","2"
"20170407","TX","201704","84515","9897","2"
"20170407","TX","201704","84515","9897","2"
"20170407","TX","201704","84515","9897","2"
"20170407","TX","201704","84515","9896","2"
"20170407","TX","201704","84515","9897","2"
"20170407","TX","201704","84515","9896","2"
"20170407","TX","201704","84515","9896","2"
"20170407","TX","201704","84515","9897","2"
"20170407","TX","201704","84515","9896","2"
"20170407","TX","201704","84515","9896","2"
"20170407","TX","201704","84515","9897","2"
"20170407","TX","201704","84515","9897","6"
"20170407","TX","201704","84515","9897","4"
"20170407","TX","201704","84515","9897","4"
"20170407","TX","201704","84515","9897","2"
"20170407","TX","201704","84515","9897","2"
"20170407","TX","201704","84515","9896","2"
"20170407","TX","201704","84515","9898","2"
"20170407","TX","201704","84516","9898","20"
"20170407","TX","201704","84516","9899","2"
"20170407","TX","201704","84516","9900","14"
"20170407","TX","201704","84516","9900","6"
"20170407","TX","201704","84516","9899","2"
"20170407","TX","201704","84516","9899","2"
"20170407","TX","201704","84516","9899","2"
"20170407","TX","201704","84516","9899","2"
"20170407","TX","201704","84517","9898","4"
"20170407","TX","201704","84517","9898","2"
"20170407","TX","201704","84517","9898","2"
"20170407","TX","201704","84518","9897","2"
"20170407","TX","201704","84518","9897","8"
"20170407","TX","201704","84518","9897","10"
"20170407","TX","201704","84518","9897","2"
"20170407","TX","201704","84518","9897","2"
"20170407","TX","201704","84518","9897","4"
"20170407","TX","201704","84518","9897","4"
"20170407","TX","201704","84518","9896","4"
"20170407","TX","201704","84518","9896","2"
"20170407","TX","201704","84518","9897","2"
"20170407","TX","201704","84518","9897","2"
"20170407","TX","201704","84518","9897","6"
"20170407","TX","201704","84519","9897","6"
"20170407","TX","201704","84519","9897","6"
"20170407","TX","201704","84519","9897","6"
"20170407","TX","201704","84519","9897","4"
"20170407","TX","201704","84519","9897","6"
"20170407","TX","201704","84519","9897","2"
"20170407","TX","201704","84519","9897","6"
"20170407","TX","201704","84519","9897","6"
"20170407","TX","201704","84519","9897","116"
"20170407","TX","201704","84519","9897","4"
"20170407","TX","201704","84519","9897","6"
"20170407","TX","201704","84519","9896","2"
"20170407","TX","201704","84519","9896","2"
"20170407","TX","201704","84519","9896","6"
"20170407","TX","201704","84519","9897","2"
"20170407","TX","201704","84520","9897","2"
"20170407","TX","201704","84520","9897","2"
"20170407","TX","201704","84520","9897","2"
"20170407","TX","201704","84520","9897","2"
"20170407","TX","201704","84520","9897","2"
"20170407","TX","201704","84520","9897","2"
"20170407","TX","201704","84521","9897","2"
"20170407","TX","201704","84521","9898","28"
"20170407","TX","201704","84521","9898","2"
"20170407","TX","201704","84521","9899","2"
"20170407","TX","201704","84522","9899","4"
"20170407","TX","201704","84522","9898","2"
"20170407","TX","201704","84522","9898","4"
"20170407","TX","201704","84522","9898","8"
"20170407","TX","201704","84522","9898","4"
"20170407","TX","201704","84522","9898","2"
"20170407","TX","201704","84522","9898","2"
"20170407","TX","201704","84522","9898","2"
"20170407","TX","201704","84522","9898","2"
"20170407","TX","201704","84522","9898","4"
"20170407","TX","201704","84522","9898","4"
"20170407","TX","201704","84522","9898","2"
"20170407","TX","201704","84522","9898","2"
"20170407","TX","201704","84522","9897","4"
"20170407","TX","201704","84522","9897","2"
"20170407","TX","201704","84522","9897","2"
"20170407","TX","201704","84522","9897","2"
"20170407","TX","201704","84522","9897","2"
"20170407","TX","201704","84522","9898","2"
"20170407","TX","201704","84523","9898","4"
"20170407","TX","201704","84523","9897","2"
"20170407","TX","201704","84524","9898","4"
"20170407","TX","201704","84524","9898","32"
"20170407","TX","201704","84524","9899","2"
"20170407","TX","201704","84524","9898","2"
"20170407","TX","201704","84524","9898","2"
"20170407","TX","201704","84525","9899","2"
"20170407","TX","201704","84525","9898","2"
"20170407","TX","201704","84525","9899","2"
"20170407","TX","201704","84525","9899","2"
"20170407","TX","201704","84525","9899","2"
"20170407","TX","201704","84526","9898","2"
"20170407","TX","201704","84526","9898","2"
"20170407","TX","201704","84526","9899","2"
