Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2013-12-31,554.17,561.28,554.0,561.02,7967300.0,0.0,1.0,550.8915872061448,557.9595251765071,550.7225929086818,557.7010633097991,7967300.0
2013-12-30,557.46,560.09,552.32,554.52,9058200.0,0.0,1.0,554.1621239041043,556.7765650942665,549.0525316161069,551.2395166420979,9058200.0
2013-12-27,563.82,564.41,559.5,560.09,8067300.0,0.0,1.0,560.4844987974242,561.0710084180308,556.1900554736598,556.7765650942665,8067300.0
2013-12-26,568.1,569.5,563.38,563.9,7286000.0,0.0,1.0,564.7391787570797,566.1308965008923,560.0471017922259,560.564025525642,7286000.0
2013-12-24,569.89,571.88,566.03,567.67,5984100.0,0.0,1.0,566.5185893009543,568.4968166653736,562.6814246644425,564.3117225929086,5984100.0
2013-12-23,568.0,570.72,562.76,570.09,17903800.0,0.0,1.0,564.6397703468074,567.3436791062146,559.4307696485375,566.717406121499,17903800.0
2013-12-20,545.43,551.61,544.82,549.02,15586200.0,0.0,1.0,542.2032921483435,548.3467319031732,541.5969008456824,545.7720540771201,15586200.0
2013-12-19,549.5,550.0,543.73,544.46,11439600.0,0.0,1.0,546.2492144464272,546.7462564977889,540.513349173714,541.2390305687021,11439600.0
2013-12-18,549.7,551.45,538.8,550.77,20209400.0,0.0,1.0,546.448031266972,548.1876784467376,535.6125145472884,547.5117012568858,20209400.0
2013-12-17,555.81,559.44,553.38,554.99,8210800.0,0.0,1.0,552.5218851346109,556.1304104274964,550.1062607649934,551.7067361703779,8210800.0
2013-12-16,555.02,562.64,555.01,557.5,10092600.0,0.0,1.0,551.7365586934595,559.3114795562108,551.7266178524324,554.2018872682132,10092600.0
2013-12-13,562.85,562.88,553.67,554.43,11886500.0,0.0,1.0,559.5202372177827,559.5500597408643,550.3945451547831,551.1500490728528,11886500.0
2013-12-12,562.14,565.34,560.03,560.54,9367500.0,0.0,1.0,558.8144375048491,561.9955066335635,556.716920048103,557.2239029404918,9367500.0
2013-12-11,567.0,570.97,559.69,561.36,12847100.0,0.0,1.0,563.6456862440841,567.5922001318954,556.3789314531772,558.0390519047249,12847100.0
2013-12-10,563.58,567.88,561.2,565.55,9938200.0,0.0,1.0,560.2459186127707,564.5204802544806,557.8799984482893,562.2042642951353,9938200.0
2013-12-09,560.9,569.58,560.9,566.43,11446200.0,0.0,1.0,557.5817732174722,566.2104232291101,557.5817732174722,563.0790583055318,11446200.0
2013-12-06,565.79,566.75,559.57,560.02,12298300.0,0.0,1.0,562.442844479789,563.3971652184033,556.2596413608504,556.7069792070758,12298300.0
2013-12-05,572.65,575.14,566.41,567.9,15985000.0,0.0,1.0,569.2622614244705,571.7375308402513,563.0591766234774,564.5403619365351,15985000.0
2013-12-04,565.5,569.19,560.82,565.0,13493200.0,0.0,1.0,562.1545600899992,565.8227304290481,557.5022464892545,561.6575180386376,13493200.0
2013-12-03,558.3,566.38,557.68,566.32,16106000.0,0.0,1.0,554.9971545503918,563.0293541003957,554.3808224067034,562.9697090542323,16106000.0
2013-12-02,558.0,564.33,550.82,551.23,16876600.0,0.0,1.0,554.6989293195749,560.9914816898131,547.561405462022,547.9689799441385,16876600.0
2013-11-29,549.48,558.33,547.81,556.07,11361700.0,0.0,1.0,546.2293327643728,555.0269770734735,544.5692123128249,552.780347001319,11361700.0
2013-11-27,536.31,546.0,533.4,545.96,12980300.0,0.0,1.0,533.1372451315075,542.7699200868958,530.2444603925828,542.7301567227869,12980300.0
2013-11-26,524.12,536.14,524.0,533.4,14335100.0,0.0,1.0,521.0193599193111,532.9682508340445,520.9000698269842,530.2444603925828,14335100.0
2013-11-25,521.02,525.87,521.0,523.74,8189700.0,0.0,1.0,517.9376992008689,522.7590070990767,517.9178175188146,520.6416079602762,8189700.0
2013-11-22,519.52,522.16,518.53,519.8,7990200.0,0.0,1.0,516.4465730467841,519.0709550779735,515.462429785088,516.7249165955466,7990200.0
2013-11-21,517.6,521.21,513.67,521.14,9358100.0,0.0,1.0,514.5379315695554,518.1265751803865,510.63118104585305,518.0569892931958,9358100.0
2013-11-20,519.23,520.42,514.33,515.0,6925600.0,0.0,1.0,516.1582886569944,517.341248739235,511.2872765536505,511.953312902475,6925600.0
2013-11-19,519.03,523.38,517.97,519.55,7462100.0,0.0,1.0,515.9594718364497,520.2837376832958,514.9057426875631,516.4763955698658,7462100.0
2013-11-18,524.99,527.19,518.2,518.63,8748000.0,0.0,1.0,521.8842130886803,524.0711981146715,515.1343820311895,515.5618381953605,8748000.0
2013-11-15,526.58,529.09,524.49,524.99,11354300.0,0.0,1.0,523.4648068120104,525.9599579098457,521.3871710373187,521.8842130886803,11354300.0
2013-11-14,522.81,529.28,521.87,528.16,10086400.0,0.0,1.0,519.7171097447435,526.148833889363,518.7826706881838,525.035459694313,10086400.0
2013-11-13,518.0,522.25,516.96,520.63,7043600.0,0.0,1.0,514.9355652106448,519.1604226472185,513.9017177438126,517.5500064008069,7043600.0
2013-11-12,517.67,523.92,517.0,520.01,7295600.0,0.0,1.0,514.607517456746,520.8205430987664,513.9414811079215,516.9336742571185,7295600.0
2013-11-11,519.99,521.67,514.41,519.05,8123300.0,0.0,1.0,516.913792575064,518.583853867639,511.3668032818683,515.9793535185041,8123300.0
2013-11-08,514.58,521.13,512.59,520.56,9975600.0,0.0,1.0,511.5357975793313,518.0470484521685,509.557570214912,517.4804205136162,9975600.0
2013-11-07,519.58,523.19,512.38,512.49,9379300.0,0.0,1.0,516.5062180929475,520.0948617037785,509.34881255334005,509.45816180463964,9379300.0
2013-11-06,524.15,524.86,518.2,520.92,7977700.0,3.05,1.0,521.0491824423927,521.7549821553263,515.1343820311895,517.8382907905966,7977700.0
2013-11-05,524.58,528.89,523.0,525.45,9471900.0,0.0,1.0,518.4411523234751,522.7007149574187,516.8796421235606,519.3009712310229,9471900.0
2013-11-04,521.1,526.82,518.81,526.75,8736700.0,0.0,1.0,515.0018766932839,520.654938936012,512.7386752010028,520.5857581043701,8736700.0
2013-11-01,524.02,524.8,515.84,520.03,9817500.0,0.0,1.0,517.8877056703408,518.6585777943492,509.8034313442018,513.9443982667595,9817500.0
2013-10-31,525.0,527.49,521.27,522.7,9846300.0,0.0,1.0,518.8562373133257,521.3170983245832,515.1698872844138,516.5831528450959,9846300.0
2013-10-30,519.61,527.52,517.02,524.9,12648700.0,0.0,1.0,513.5293132769089,521.3467472524296,510.9696225061631,518.7574075538374,12648700.0
2013-10-29,536.27,539.25,514.54,516.68,22707400.0,0.0,1.0,529.9943512076517,532.9394780404017,508.51864447085444,510.633601323903,22707400.0
2013-10-28,529.04,531.0,523.21,529.88,19658600.0,0.0,1.0,522.8489595966511,524.7860228826208,517.087184618486,523.6791295763524,19658600.0
2013-10-25,531.32,533.23,525.11,525.96,12064000.0,0.0,1.0,525.1022781129833,526.9899265192089,518.9649500487628,519.8050030044129,12064000.0
2013-10-24,525.0,532.47,522.45,531.91,13741600.0,0.0,1.0,518.8562373133257,526.2388203470982,516.3360784463753,525.6853736939639,13741600.0
2013-10-23,519.0,525.67,519.0,524.96,11204400.0,0.0,1.0,512.9264517440305,519.5183967018969,512.9264517440305,518.8167054095304,11204400.0
2013-10-22,526.41,528.45,508.03,519.87,19073700.0,0.0,1.0,520.2497369221101,522.2658640156704,502.0848271281692,513.7862706515783,19073700.0
2013-10-21,511.77,524.3,511.52,521.36,14218100.0,0.0,1.0,505.7810601330299,518.1644289969079,505.5339857343092,515.2588340679533,14218100.0
2013-10-18,505.99,509.26,505.71,508.89,10376500.0,0.0,1.0,500.06870003460887,503.30043316987474,499.7919767080418,502.9347630597682,10376500.0
2013-10-17,499.98,504.78,499.68,504.5,9056900.0,0.0,1.0,494.12903148936493,498.872859944801,493.83254221090016,498.5961366182339,9056900.0
2013-10-16,500.79,502.53,499.23,501.11,8967900.0,0.0,1.0,494.9295525412198,496.64919035631533,493.387808293203,495.2458077715822,8967900.0
2013-10-15,497.51,502.0,495.52,498.68,11431200.0,0.0,1.0,491.68793643000504,496.1253926310276,489.72122421618883,492.84424461601765,11431200.0
2013-10-14,489.83,497.58,489.35,496.04,9353500.0,0.0,1.0,484.09781090130724,491.75711726164684,483.62342805576367,490.23513896552777,9353500.0
2013-10-11,486.99,493.84,485.16,492.81,9562100.0,0.0,1.0,481.29104573184094,488.06088425678615,479.4824611332059,487.0429377340572,9562100.0
2013-10-10,491.32,492.38,487.04,489.64,9950100.0,0.0,1.0,485.57037431768225,486.6179697682577,481.34046061158506,483.9100343582796,9950100.0
2013-10-09,484.64,487.79,478.28,486.59,10775900.0,0.0,1.0,478.96854638386696,482.08168380774697,472.6829736804141,480.89572669388787,10775900.0
2013-10-08,489.94,490.64,480.54,480.94,10389900.0,0.0,1.0,484.20652363674435,484.8983319531621,474.9165262448486,475.31184528280164,10389900.0
2013-10-07,486.56,492.65,485.35,487.75,11153300.0,0.0,1.0,480.8660777660414,486.884810118876,479.67023767623357,482.0421519039516,11153300.0
2013-10-04,483.86,484.6,478.6,483.03,9245300.0,0.0,1.0,478.1976742598586,478.9290144800717,472.99922891077654,477.3773872561061,9245300.0
2013-10-03,490.51,492.35,480.74,483.41,11526900.0,0.0,1.0,484.7698532658274,486.58832084041126,475.1141857638251,477.7529403421615,11526900.0
2013-10-02,485.63,491.8,483.75,489.56,10328000.0,0.0,1.0,479.94696100280066,486.0447571632259,478.0889615244215,483.830970550689,10328000.0
2013-10-01,478.45,489.14,478.38,487.96,12638700.0,0.0,1.0,472.8509842715441,483.4158855608383,472.7818034399024,482.24969439887695,12638700.0
2013-09-30,477.25,481.66,474.41,476.75,9291300.0,0.0,1.0,471.66502715768513,476.02341955111706,468.85826198821877,471.1708783602438,9291300.0
2013-09-27,483.78,484.67,480.72,482.75,8144300.0,0.0,1.0,478.11861045226794,478.99819531171346,475.0944198119275,477.100663929539,8144300.0
2013-09-26,486.0,488.56,483.9,486.22,8472200.0,0.0,1.0,480.3126311129072,482.84267295580645,478.23720616365387,480.5300565837814,8472200.0
2013-09-25,489.2,489.64,481.43,481.53,11319900.0,0.0,1.0,483.47518341653125,483.9100343582796,475.7961111042941,475.89494086378227,11319900.0
2013-09-24,494.88,495.47,487.82,489.1,13012300.0,0.0,1.0,489.088713755464,489.67180933644477,482.1113327355934,483.37635365704307,13012300.0
2013-09-23,496.1,496.91,482.6,490.64,27218100.0,0.0,1.0,490.29443682122076,491.0949578730756,476.95241929030664,484.8983319531621,27218100.0
2013-09-20,478.0,478.55,466.0,467.41,24975100.0,0.0,1.0,472.406250353847,472.9498140310324,460.5466792152567,461.9401788240411,24975100.0
2013-09-19,470.7,475.83,469.25,472.3,14447900.0,0.0,1.0,465.1916779112046,470.2616445729519,463.75864639862493,466.77295406301664,14447900.0
2013-09-18,463.18,466.35,460.66,464.68,16316500.0,0.0,1.0,457.759679997688,460.8925833734656,455.26917005858405,459.2421263900118,16316500.0
2013-09-17,447.96,459.71,447.5,455.32,14263600.0,0.0,1.0,442.7177906035759,454.3302873434456,442.26317370992996,449.9916609019113,14263600.0
2013-09-16,461.0,461.61,447.22,450.12,19418100.0,0.0,1.0,455.6051912408441,456.20805277372244,441.9864503833629,444.8525134085222,19418100.0
2013-09-13,469.34,471.83,464.7,464.9,10672700.0,0.0,1.0,463.8475931821643,466.3084541934218,459.2618923419094,459.4595518608859,10672700.0
2013-09-12,468.5,475.4,466.01,472.69,14430400.0,0.0,1.0,463.017423202463,469.8366766071524,460.5565621912055,467.1583901250208,14430400.0
2013-09-11,467.01,473.69,464.81,467.71,32096300.0,0.0,1.0,461.54485978608807,468.1466877199033,459.3706050773465,462.2366681025058,32096300.0
2013-09-10,506.2,507.45,489.5,494.64,26542700.0,0.0,1.0,500.2762425295342,501.5116145231374,483.771672694996,488.8515223326922,26542700.0
2013-09-09,505.0,507.92,503.48,506.17,12167400.0,0.0,1.0,499.09028541567517,501.97611439273214,497.5880730714538,500.2465936016878,12167400.0
2013-09-06,498.44,499.38,489.95,498.22,12840200.0,0.0,1.0,492.6070531932458,493.5360529324354,484.21640661269316,492.3896277223717,12840200.0
2013-09-05,500.25,500.68,493.64,495.27,8441700.0,0.0,1.0,494.39587183998316,494.82083980578267,487.8632247378097,489.4741498174682,8441700.0
2013-09-04,499.56,502.24,496.28,498.69,12322600.0,0.0,1.0,493.71394649951424,496.3625840537994,490.47233038829955,492.85412759196646,12322600.0
2013-09-03,493.1,500.6,487.35,488.58,11854600.0,0.0,1.0,487.32954403657317,494.7417759981921,481.64683286599865,482.8624389077041,11854600.0
2013-08-30,492.0,492.95,486.5,487.22,9724900.0,0.0,1.0,486.24241668220236,487.18129939734075,480.80677991034844,481.5183541786639,9724900.0
2013-08-29,491.65,496.5,491.13,491.7,8559200.0,0.0,1.0,485.89651252399347,490.6897558591737,485.3825977746545,485.9459274037376,8559200.0
2013-08-28,486.0,495.8,486.0,490.9,10986000.0,0.0,1.0,480.3126311129072,489.997947542756,480.3126311129072,485.15528932783155,10986000.0
2013-08-27,498.0,502.51,486.3,488.59,15149600.0,0.0,1.0,492.1722022514975,496.6294244044177,480.60912039137196,482.87232188365294,15149600.0
2013-08-26,500.75,510.2,500.5,502.97,11820200.0,0.0,1.0,494.89002063742447,504.2294329090643,494.6429462387038,497.0840412980637,11820200.0
2013-08-23,503.27,503.35,499.35,501.02,7954700.0,0.0,1.0,497.3805305765284,497.45959438411904,493.50640400458894,495.1568609880427,7954700.0
2013-08-22,504.98,505.59,498.2,502.96,8721700.0,0.0,1.0,499.07051946377754,499.67338099665585,492.369861770474,497.0741583221148,8721700.0
2013-08-21,503.59,507.15,501.2,502.36,11995700.0,0.0,1.0,497.6967858068908,501.2151252446726,495.33475455512155,496.48117976518535,11995700.0
2013-08-20,509.71,510.57,500.82,501.07,12810300.0,0.0,1.0,503.7451670875719,504.59510301917084,494.9592014690662,495.20627586778687,12810300.0
2013-08-19,504.34,513.74,504.0,507.74,18232800.0,0.0,1.0,498.4380090030527,507.72800639494847,498.10198782079266,501.7982208256533,18232800.0
2013-08-16,500.15,502.94,498.86,502.33,12939500.0,0.0,1.0,494.2970420804949,497.05439237021716,493.0221381830965,496.45153083733885,12939500.0
2013-08-15,496.42,502.4,489.08,497.91,17510500.0,0.0,1.0,490.61069205158316,496.5207116689806,483.3565877051454,492.0832554679581,17510500.0
2013-08-14,497.88,504.25,493.4,498.5,27013300.0,0.0,1.0,492.0536065401116,498.3490622195133,487.6260333150379,492.6663510489388,27013300.0
2013-08-13,470.94,494.66,468.05,489.57,31497900.0,0.0,1.0,465.42886933397637,488.8712882845899,462.5726892847659,483.84085352663783,31497900.0
2013-08-12,456.86,468.65,456.63,467.36,13015500.0,0.0,1.0,451.51363919803043,463.1656678416954,451.28633075120746,461.89076394429696,13015500.0
2013-08-09,458.64,460.46,453.65,454.45,9530900.0,0.0,1.0,453.2728089169213,455.0715105396075,448.3412039184575,449.1318419943635,9530900.0
2013-08-08,463.86,464.1,457.95,461.01,9134900.0,3.05,1.0,458.4317223622081,458.6689137849799,452.59088357645237,455.6150742167929,9134900.0
2013-08-07,463.8,467.0,461.77,464.98,10673500.0,0.0,1.0,455.35980567544834,458.5015723381509,453.3667474487964,456.5183321323199,10673500.0
2013-08-06,468.02,471.89,462.17,465.25,11959200.0,0.0,1.0,459.5030104618873,463.30258451959315,453.7594682816342,456.7834186944854,11959200.0
2013-08-05,464.69,470.67,462.15,469.45,11387700.0,0.0,1.0,456.2336095285125,462.10478597943785,453.7398322399923,460.9069874392825,11387700.0
2013-08-02,458.01,462.85,456.66,462.54,9813700.0,0.0,1.0,449.6751716201209,454.42709369745853,448.34973880929334,454.1227350520092,9813700.0
2013-08-01,455.75,456.8,453.26,456.68,7366100.0,0.0,1.0,447.45629891458725,448.48719110078656,445.01161173017186,448.3693748509352,7366100.0
2013-07-31,454.99,457.34,449.43,452.53,11534200.0,0.0,1.0,446.71012933219544,449.01736422511755,441.2513097557498,444.2948962102428,11534200.0
2013-07-30,449.96,457.15,449.23,453.32,11050800.0,0.0,1.0,441.77166485925983,448.8308218295196,441.05494933933085,445.07051985509753,11050800.0
2013-07-29,440.8,449.99,440.2,447.79,8859200.0,0.0,1.0,432.7783577872739,441.8011189217227,432.1892765380171,439.6411543411147,8859200.0
2013-07-26,435.3,441.04,434.34,440.99,7148300.0,0.0,1.0,427.3784463357539,433.0139902869766,426.43591633694314,432.9649001828718,7148300.0
2013-07-25,440.7,441.4,435.81,438.5,8196200.0,0.0,1.0,432.68017757906443,433.3674390365306,427.8791653976221,430.52021299845643,8196200.0
2013-07-24,438.93,444.59,435.26,440.51,21140600.0,0.0,1.0,430.9423878937571,436.4993876784122,427.3391742524701,432.49363518346644,21140600.0
2013-07-23,426.0,426.96,418.71,418.99,13192700.0,0.0,1.0,418.24768697227466,419.1902169710854,411.09034979380544,411.36525437679194,13192700.0
